Location,Crop,Variety,Phenological Stage,Risk Number,Stacked,Stacked Logic,Risk Category,Risk Icon,Risk Type (Internal use for parser development only),Variable,Aggregation,Comparator,Threshold,Variable Unit,Minimum Temporal Recurrence,Rolling Window,Consecutive,Yield Impact Type,Yield Impact (Minimum Recurrence Met/No Recurrence),Yield Impact After Minimum Recurrence (Only valid for case 2),Yield Impact Function Unit,Max Yield Impact,Start Month,Start Day,End Month,End Day,Risk Explanation,Subtitle (column editable),user
[(Romania)],Rapeseed,Winter Crop,Vegetative Growth,65,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<,100,mm,{},{},{},discrete,-10%,{},{},-10%,10.0,5.0,12.0,1.0,"Total precipitation below 100mm, Oct 5 to Dec 1.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Romania)],Rapeseed,Winter Crop,Flowering,66,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,1,{},FALSE,continuous,-3%,-2%,days,-15%,3.0,25.0,4.0,5.0,"1 day of min temperature below 0°C, Mar 25 to Apr 5.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Romania)],Rapeseed,Winter Crop,Flowering,67,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,30,°C,4,{},TRUE,discrete,-20%,{},{},-20%,3.0,25.0,4.0,5.0,"4 consecutive days of max temperature above 30°C, Mar 25 to Apr 5.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Romania)],Rapeseed,Winter Crop,Flowering to Full Pod,68,True,OR,Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<,150,mm,{},{},{},discrete,-10%,{},{},-10%,4.0,5.0,5.0,1.0,"Total precipitation below 150mm, Apr 5 to May 1.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Romania)],Rapeseed,Winter Crop,Beginning Seed to Full Seed,68,True,OR,Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<,150,mm,{},{},{},discrete,-10%,{},{},-10%,5.0,1.0,6.0,1.0,"Total precipitation below 150mm, May 1 to Jun 1.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Almond,Sweet Almonds,Dormancy,101,False,{},Low Chill Hours,risk_chill_hours_stress,Case 1: Simple Aggregation,chill hours,total of variable,<,300,hours,{},{},{},continuous,0%,-0.3%,h,-80%,11.0,1.0,2.0,28.0,"Total chill hours below 300hours, Nov 1 to Feb 28.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Almond,Sweet Almonds,Fruit growth to Harvest,102,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,45,°C,2,{},TRUE,continuous,-5%,-3%,days,-50%,3.0,1.0,9.0,30.0,"2 consecutive days of max temperature above or equal to 45°C, Mar 1 to Sep 30.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Almond,Sweet Almonds,Early Flowering,119,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,1,{},FALSE,continuous,-5%,-5%,days,-40%,12.0,1.0,1.0,15.0,"1 day of min temperature below 0°C, Dec 1 to Jan 15.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Almond,Sweet Almonds,Flowering,103,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,1,{},FALSE,continuous,-10%,-5%,days,-30%,1.0,15.0,2.0,28.0,"1 day of min temperature below 0°C, Jan 15 to Feb 28.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Almond,Sweet Almonds,Whole season,104,False,{},Low Precipitation,risk_drought,Case 1: Simple Aggregation,precipitation,total of variable,<=,600,mm,{},{},{},continuous,0%,-0.04%,mm,-20%,2.0,28.0,9.0,30.0,"Total precipitation below or equal to 600mm, Feb 28 to Sep 30.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Almond,Sweet Almonds,Dormancy,105,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>=,58,mm,7,{},TRUE,continuous,-5%,-2.5%,days,-15%,11.0,1.0,2.0,28.0,"7 consecutive days of precipitation above or equal to 58mm, Nov 1 to Feb 28.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Almond,Sweet Almonds,Fruit growth to Harvest,118,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>=,58,mm,10,{},TRUE,continuous,-10%,-2.5%,days,-20%,3.0,1.0,9.0,30.0,"10 consecutive days of precipitation above or equal to 58mm, Mar 1 to Sep 30.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Citrus,"Fino, Verna, Eureka",Fruit growth to Harvest,107,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,40,°C,1,{},TRUE,continuous,-3%,-3%,days,-40%,5.0,1.0,8.0,31.0,"1 day of max temperature above or equal to 40°C, May 1 to Aug 31.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Citrus,"Fino, Verna, Eureka",Flowering,108,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<=,-2,°C,1,{},FALSE,continuous,-20%,-10%,days,-80%,9.0,1.0,2.0,28.0,"1 day of min temperature below or equal to -2°C, Sep 1 to Feb 28.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Citrus,"Fino, Verna, Eureka",Fruit growth to Harvest,106,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>=,58,mm,10,{},TRUE,discrete,-10%,{},{},-10%,5.0,1.0,8.0,31.0,"10 consecutive days of precipitation above or equal to 58mm, May 1 to Aug 31.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Lettuce,Iceberg,Growth and Harvest,109,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,30,°C,1,{},FALSE,continuous,-2%,-2%,days,-50%,11.0,1.0,5.0,31.0,"1 day of max temperature above or equal to 30°C, Nov 1 to May 31.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Lettuce,Iceberg,Growth and Harvest,110,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<=,-5,°C,1,{},FALSE,continuous,-25%,-10%,days,-50%,11.0,1.0,2.0,28.0,"1 day of min temperature below or equal to -5°C, Nov 1 to Feb 28.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Table grape,default,Fruit growth and Ripening,111,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,38,°C,1,{},FALSE,continuous,-2%,-2%,days,-30%,6.0,1.0,10.0,31.0,"1 day of max temperature above or equal to 38°C, Jun 1 to Oct 31.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Table grape,default,Dormancy,112,False,{},Low Chill Hours,risk_chill_hours_stress,Case 1: Simple Aggregation,chill hours,total of variable,<=,100,hours,{},{},{},continuous,-1.00%,-0.25,h,-80%,11.0,1.0,3.0,15.0,"Total chill hours below or equal to 100hours, Nov 1 to Mar 15.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Table grape,default,Budburst,113,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,1,{},FALSE,continuous,-10%,-10%,days,-60%,2.0,1.0,3.0,31.0,"1 day of min temperature below 0°C, Feb 1 to Mar 31.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Table grape,default,Budburst,114,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>=,58,mm,{},{},{},discrete,-10%,{},{},-10%,2.0,1.0,3.0,31.0,"Total precipitation above or equal to 58mm, Feb 1 to Mar 31.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Broccoli,default,Flowering/Bolting,115,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>=,32,°C,1,{},FALSE,continuous,-5%,-2%,days,-45%,4.0,15.0,6.0,30.0,"1 day of max temperature above or equal to 32°C, Apr 15 to Jun 30.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Broccoli,default,Plant Growth,116,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<=,0,°C,1,{},FALSE,continuous,-15%,-10%,days,-40%,1.0,1.0,4.0,30.0,"1 day of min temperature below or equal to 0°C, Jan 1 to Apr 30.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
[(Spain)],Broccoli,default,Whole Season,117,False,{},Extreme Heat,risk_heat_stress,Case 1: Simple Aggregation,mean temperature,average of variable,>,18,°C,{},{},{},continuous,-2%,-1.5%,°C,-15%,1.0,1.0,6.0,30.0,"Average mean temperature above 18°C, Jan 1 to Jun 30.",,Y0HJU22lhoUqQ0HGgfrOOJVMs563
"[(Willamette Valley, Oregon, USA)",Blueberries,Calypso,Growth/Bud initiation,1,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-10,°C,2,{},TRUE,continuous,-30%,-10%,days,-100%,10.0,15.0,11.0,30.0,"2 consecutive days of min temperature below -10°C, Oct 15 to Nov 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Willamette Valley, Oregon, USA)",Blueberries,Calypso,Dormancy,2,False,{},Low Chill Hours,risk_chill_hours_stress,Case 3: Thresholded Aggregation,chill hours,cumulative thresholded chill hours,<,1000,hours,{},{},{},discrete,-15%,{},{},-100%,12.0,1.0,3.0,31.0,"Cumulative thresholded chill hours below 1000hours, Dec 1 to Mar 31.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Willamette Valley, Oregon, USA)",Blueberries,Calypso,Flowering/Fruit Set,3,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,3,{},TRUE,continuous,-10%,-2%,days,-100%,4.0,1.0,6.0,30.0,"3 consecutive days of min temperature below 0°C, Apr 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Willamette Valley, Oregon, USA)",Blueberries,Calypso,Flowering/Fruit Set,4,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-5,°C,2,{},TRUE,continuous,-30%,-20%,days,-100%,4.0,1.0,6.0,30.0,"2 consecutive days of min temperature below -5°C, Apr 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Willamette Valley, Oregon, USA)",Blueberries,Calypso,Flowering/Fruit Set,5,False,{},Killing Risk - Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,42,°C,3,{},{},continuous,-30%,15%,days,-100%,4.0,1.0,6.0,30.0,"3 day of max temperature above 42°C, Apr 1 to Jun 30",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Willamette Valley, Oregon, USA)",Blueberries,Calypso,Maturity/Harvest,6,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,34,°C,5,{},TRUE,continuous,-15%,-5%,days,-100%,7.0,1.0,9.0,30.0,"5 consecutive days of max temperature above 34°C, Jul 1 to Sep 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Western Washington,USA)]",Blueberries,Duke,Growth/Bud initiation,7,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-15,°C,2,{},TRUE,continuous,-30%,-10%,days,-100%,11.0,1.0,12.0,31.0,"2 consecutive days of min temperature below -15°C, Nov 1 to Dec 31.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Western Washington,USA)]",Blueberries,Duke,Dormancy,8,False,{},Low Chill Hours,risk_chill_hours_stress,Case 3: Thresholded Aggregation,chill hours,cumulative thresholded chill hours,<,1000,hours,{},{},{},discrete,-15%,{},{},-100%,12.0,15.0,4.0,1.0,"Cumulative thresholded chill hours below 1000hours, Dec 15 to Apr 1.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Western Washington,USA)]",Blueberries,Duke,Flowering/Fruit Set,9,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,3,{},TRUE,continuous,-10%,-2%,days,-100%,4.0,1.0,6.0,30.0,"3 consecutive days of min temperature below 0°C, Apr 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Western Washington,USA)]",Blueberries,Duke,Flowering/Fruit Set,10,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-2,°C,2,{},TRUE,continuous,-30%,-20%,days,-100%,4.0,1.0,6.0,30.0,"2 consecutive days of min temperature below -2°C, Apr 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Western Washington,USA)]",Blueberries,Duke,Flowering/Fruit Set,11,False,{},Killing Risk - Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,40,°C,3,{},{},continuous,-30%,-15%,days,-100%,4.0,1.0,6.0,30.0,"3 day of max temperature above 40°C, Apr 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Western Washington,USA)]",Blueberries,Duke,Maturity/Harvest,12,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,34,°C,5,{},TRUE,continuous,-15%,-5%,days,-100%,7.0,1.0,8.0,31.0,"5 consecutive days of max temperature above 34°C, Jul 1 to Aug 31.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Eastern Washington, USA)]",Blueberries,Spartan,Growth/Bud initiation,13,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-15,°C,2,{},TRUE,continuous,-30%,-10%,days,-100%,11.0,1.0,12.0,31.0,"2 consecutive days of min temperature below -15°C, Nov 1 to Dec 31.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Eastern Washington, USA)]",Blueberries,Spartan,Dormancy,14,False,{},Low Chill Hours,risk_chill_hours_stress,Case 3: Thresholded Aggregation,chill hours,cumulative thresholded chill hours,<,1000,hours,{},{},{},discrete,-15%,{},{},-100%,12.0,15.0,4.0,1.0,"Cumulative thresholded chill hours below 1000hours, Dec 15 to Apr 1.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Eastern Washington, USA)]",Blueberries,Spartan,Flowering/Fruit Set,15,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,0,°C,3,{},TRUE,continuous,-10%,-2%,days,-100%,5.0,1.0,6.0,30.0,"3 consecutive days of min temperature below 0°C, May 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Eastern Washington, USA)]",Blueberries,Spartan,Flowering/Fruit Set,16,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-5,°C,2,{},TRUE,continuous,-30%,-20%,days,-100%,5.0,1.0,6.0,30.0,"2 consecutive days of min temperature below -5°C, May 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Eastern Washington, USA)]",Blueberries,Spartan,Flowering/Fruit Set,17,False,{},Killing Risk - Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,44,°C,3,{},{},continuous,-30%,-15%,days,-100%,5.0,1.0,6.0,30.0,"3 day of max temperature above 44°C, May 1 to Jun 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Eastern Washington, USA)]",Blueberries,Spartan,Maturity/Harvest,18,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,36,°C,5,{},TRUE,continuous,-15%,-5%,days,-100%,7.0,1.0,8.0,31.0,"5 consecutive days of max temperature above 36°C, Jul 1 to Aug 31.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Dormancy,19,False,{},Low Chill Hours,risk_chill_hours_stress,Case 1: Simple Aggregation,chill hours,total of variable,<,400,hours,{},{},{},discrete,-30%,{},{},-100%,11.0,30.0,1.0,30.0,"Total chill hours below 400hours, Nov 30 to Jan 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Dormancy,20,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-8,°C,3,{},TRUE,continuous,-10%,-5%,days,-100%,11.0,30.0,1.0,30.0,"3 consecutive days of min temperature below -8°C, Nov 30 to Jan 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Flowering,21,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>,75,mm,{},{},{},discrete,-10%,{},{},-100%,2.0,1.0,2.0,28.0,"precipitation above 75mm, Feb 1 to Feb 28.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Flowering,22,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-3,°C,3,{},TRUE,continuous,-20%,-2%,days,-100%,2.0,1.0,2.0,28.0,"3 consecutive days of min temperature below -3°C, Feb 1 to Feb 28.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Flowering,23,True,AND,Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,5,{},TRUE,continuous,-10%,-2%,days,-100%,2.0,1.0,2.0,28.0,"5 consecutive days of max temperature above 35°C, Feb 1 to Feb 28.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Flowering,23,True,AND,Cold Stress,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,4,°C,5,{},TRUE,continuous,-10%,-2%,days,-100%,2.0,1.0,2.0,28.0,"5 consecutive days of min temperature below 4°C, Feb 1 to Feb 28.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Fruit growth,24,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,45,°C,3,{},TRUE,continuous,-10%,-2%,days,-100%,6.0,1.0,7.0,30.0,"3 consecutive days of max temperature above 45°C, Jun 1 to Jul 30.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Harvest,25,False,{},High Precipitation,risk_flood,Case 2: Days With Risk,precipitation,total # of days,>,25,mm,1,{},{},continuous,-20%,-3%,days,-100%,8.0,15.0,10.0,7.0,"1 day of precipitation above 25mm, Aug 15 to Oct 7.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Dormancy,31,False,{},Low Chill Hours,risk_chill_hours_stress,Case 1: Simple Aggregation,chill hours,total of variable,<,300,hours,{},{},{},continuous,0,-0.5%,h,-20%,10.0,1.0,1.0,31.0,"Total chill hours below 400hours, Oct 1 to Jan 31.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Plant Establishment,32,False,{},Cold Stress,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,7,°C,3,{},TRUE,continuous,-15%,-5.0%,days,-30%,11.0,15.0,12.0,15.0,"3 consecutive days of min temperature below 5°C, Nov 15 to Dec 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Plant Establishment,33,True,AND,Extreme Heat and Low Humidity,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,30,°C,3,{},TRUE,continuous,-15%,-5.0%,days,-30%,11.0,15.0,12.0,15.0,"3 consecutive days of max temperature above 30°C and 3 consecutive days of humidity below 30%, Nov 15 to Dec 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Plant Establishment,33,True,AND,Extreme Heat and Low Humidity,risk_heat_stress,Case 2: Days With Risk,humidity,total # of days,<,30,%,3,{},TRUE,continuous,-15%,-5.0%,days,-30%,11.0,15.0,12.0,15.0,"3 consecutive days of max temperature above 30°C and 3 consecutive days of humidity below 30%, Nov 15 to Dec 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Plant Establishment,34,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-10,°C,1,{},TRUE,continuous,-10%,-5.0%,days,-30%,11.0,15.0,12.0,15.0,"1 day of min temperature below -10°C, Nov 15 to Dec 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Plant Establishment,35,False,{},Low Humidity,risk_low_humidity,Case 2: Days With Risk,humidity,total # of days,<,30,%,3,{},TRUE,continuous,-10%,-5.0%,days,-30%,11.0,15.0,12.0,15.0,"3 consecutive days of humidity below 30%, Nov 15 to Dec 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Pruning,36,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,38,°C,3,{},TRUE,continuous,-10%,-5.0%,days,-30%,1.0,1.0,2.0,28.0,"3 consecutive days of max temperature above 38°C, Jan 1 to Feb 28.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Pruning,37,False,{},High Precipitation,risk_flood,Case 1: Simple Aggregation,precipitation,total of variable,>,25,mm,{},{},{},discrete,-5%,{},{},-5%,1.0,1.0,2.0,28.0,"Total precipitation above 25mm, Jan 1 to Feb 28.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Vegetative Growth,38,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,45,°C,3,{},TRUE,discrete,-5%,{},{},-5%,2.0,15.0,6.0,15.0,"3 consecutive days of max temperature above 45°C, Feb 15 to Jun 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Vegetative Growth,39,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,45,°C,3,{},TRUE,discrete,-5%,{},{},-5%,2.0,15.0,6.0,15.0,"3 consecutive days of max temperature above 45°C, Feb 15 to Jun 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Flower Bud Initiation,40,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,35,°C,3,{},TRUE,continuous,-5%,-5.0%,days,-20%,4.0,1.0,5.0,1.0,"3 consecutive days of max temperature above 35°C, Apr 1 to May 1.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Flowering,41,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,38,°C,1,{},TRUE,continuous,-10%,-5.0%,days,-30%,4.0,15.0,5.0,15.0,"1 day of max temperature above 38°C, Apr 15 to May 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Flowering,42,False,{},Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-2,°C,3,{},TRUE,continuous,-10%,-2.0%,days,-20%,4.0,15.0,5.0,15.0,"3 consecutive days of min temperature below 0°C, Apr 15 to May 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Flowering,43,False,{},Killing Risk - Frost,risk_cold,Case 2: Days With Risk,min temperature,total # of days,<,-6,°C,2,{},TRUE,continuous,-20%,-15.0%,days,-60%,4.0,15.0,5.0,15.0,"2 consecutive days of min temperature below -6°C, Apr 15 to May 15.",,f9SZO2y601fLor1WYasaVdOub3m1
"[(Valdosta/Brunswick/Guysie/Vidalia/Homerville,Georgia,USA)]",Blueberry,Farthing-Low Chill ,Fruit Development to Harvest,44,False,{},Extreme Heat,risk_heat_stress,Case 2: Days With Risk,max temperature,total # of days,>,32,°C,3,{},TRUE,continuous,-15%,-5.0%,days,-30%,5.0,1.0,6.0,1.0,"3 consecutive days of max temperature above 38°C, May 1 to Jun 1.",,f9SZO2y601fLor1WYasaVdOub3m1
"{(California, USA)}",Almonds,Nonpareil-Soft shell,Dormancy,1,False,{},Low Chill Hours,risk_chill_hours_stress,Case 1: Simple Aggregation,chill hours,total of variable,<,400.0,hours,{},{},{},discrete,-30%,{},{},{},11.0,30.0,1.0,30.0,"Total chill hours below 400hours, Nov 30 to Jan 30.",,DwcOA3GBf6Pn98IiunTGyOinDwE3
